N1,N2,N3,ini_d1,ini_d2,ini_d3,sl_str,aud_str,strat1,strat2,fin_d1,fin_d2,fin_d3,fin_b1,fin_b2,fin_b3
2,5,3,4,4,4,0.25,0.25,5,5,7.078125,4.125,8.21875,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,5.984375,5.71875,5.0625,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.359375,4.0625,2.46875,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.53125,5.6875,6.90625,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.875,6.53125,3.34375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.171875,6.09375,2.34375,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.625,5.09375,6.8125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,4,3.875,6.1875,3.46875,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.875,4.21875,3.9375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,6,4,5.703125,7.34375,4.03125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,2.453125,4.0,3.125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.203125,4.40625,3.90625,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.296875,4.5,5.21875,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,5.296875,4.375,6.25,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.59375,7.125,6.5,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.34375,5.0625,4.8125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.625,4.3125,7.25,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,4,4.21875,5.875,2.96875,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,4,3.75,4.71875,4.03125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,4,5.59375,6.65625,4.875,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,7.40625,6.5,6.34375,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.03125,5.0,3.9375,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.015625,4.78125,5.3125,4.0,3.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.9375,4.53125,4.09375,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.078125,4.875,5.59375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,2.96875,5.03125,3.59375,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.125,4.40625,3.3125,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,7.046875,6.4375,5.5,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.9375,3.875,4.34375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,7.0,5.0,7.1875,4.0,1.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.25,4.5,3.375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.625,4.25,4.125,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.59375,5.40625,3.71875,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.765625,4.03125,3.8125,4.0,3.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.578125,4.53125,6.15625,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,4,5.078125,6.53125,3.78125,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,7.359375,6.0,7.46875,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,4,4.140625,5.375,3.25,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.671875,3.84375,2.65625,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,6,5,4.375,7.59375,3.84375,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,5.75,4.84375,5.9375,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,4,4.609375,5.8125,3.8125,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.21875,4.71875,3.125,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,6.5,4.25,7.21875,4.0,2.75,4.0
2,5,3,4,4,4,0.25,0.25,5,5,5.0,4.40625,5.375,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,4.0,5.78125,4.34375,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.953125,4.125,3.75,4.0,2.0,4.0
2,5,3,4,4,4,0.25,0.25,5,5,3.0,4.40625,2.84375,4.0,2.25,4.0
2,5,3,4,4,4,0.25,0.25,5,5,2.515625,4.0625,2.71875,4.0,2.5,4.0
2,5,3,4,4,4,0.25,0.25,5,5,1.9375,3.9375,2.5,4.0,2.25,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.71875,5.96875,4.65625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.5625,5.9375,2.78125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.28125,4.5625,4.84375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.828125,4.65625,4.03125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.921875,4.78125,6.0625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,3.59375,6.0625,3.8125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.71875,6.46875,3.0625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.515625,6.875,5.71875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.828125,7.125,5.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.140625,6.09375,5.6875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.53125,7.53125,3.6875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.109375,4.0625,4.0,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.328125,6.6875,3.875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.46875,5.65625,6.03125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.90625,4.59375,4.125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.25,3.875,3.84375,4.0,2.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.171875,4.21875,5.21875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.5,4.03125,4.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.90625,4.0,3.96875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.171875,6.03125,5.15625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.078125,7.375,5.9375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,3.796875,5.78125,4.59375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.21875,5.8125,4.40625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.21875,5.375,5.78125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.015625,6.4375,5.125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.15625,5.40625,3.125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.453125,4.65625,4.09375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.390625,5.4375,4.8125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.71875,5.65625,4.1875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.984375,6.0625,6.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.96875,5.5,6.15625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.40625,6.125,4.21875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.0625,6.0,4.625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.3125,5.4375,7.03125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.4375,5.1875,6.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,3.203125,5.25,3.09375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.4375,7.09375,5.0,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,5,3.25,6.75,3.625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.203125,5.3125,3.0625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.625,4.9375,3.78125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.53125,7.875,4.53125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.375,7.1875,4.6875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.015625,4.25,4.3125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.53125,4.96875,4.34375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,5,3.0,7.0,5.34375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.5625,5.375,7.09375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.328125,5.0625,3.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.09375,6.46875,6.03125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.421875,5.96875,5.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,5,4.171875,6.96875,3.53125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.6875,7.40625,4.5625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.953125,4.6875,5.03125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.609375,5.65625,5.875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.40625,6.4375,5.71875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.265625,4.46875,3.53125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.125,6.0,5.65625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.0,6.8125,3.84375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.75,4.875,4.65625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.75,6.96875,5.15625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.59375,4.1875,4.0625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,6.265625,8.09375,5.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.84375,5.6875,4.46875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.078125,6.65625,4.8125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.46875,5.34375,4.4375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.015625,4.53125,4.65625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.015625,4.71875,5.53125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.484375,5.4375,4.34375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,8.359375,6.34375,8.09375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.03125,6.6875,5.28125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.21875,4.53125,4.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.109375,6.8125,3.09375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.765625,4.0625,3.96875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.234375,5.40625,4.875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.28125,4.0625,3.53125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.125,6.46875,3.875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.671875,5.15625,6.75,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.671875,5.0625,6.625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.0625,4.625,4.28125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.96875,6.3125,7.6875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.203125,5.96875,4.09375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,2.015625,4.03125,2.125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.546875,4.0,4.375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.484375,5.90625,8.40625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.75,6.0625,5.71875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.78125,6.40625,2.90625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.140625,6.28125,4.9375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.03125,6.1875,2.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.046875,4.625,6.09375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.984375,7.71875,3.9375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.171875,6.25,7.625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.796875,6.03125,4.875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.078125,5.28125,6.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.4375,6.21875,4.46875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,5,3.8125,6.1875,3.90625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.1875,8.09375,2.96875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.265625,6.0,4.96875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.609375,7.46875,4.28125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.8125,4.03125,3.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.71875,5.40625,4.5,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.171875,5.90625,2.1875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.859375,5.84375,4.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.953125,6.53125,4.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,2.015625,5.8125,3.0625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.125,4.625,5.1875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.578125,7.40625,4.78125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.0,7.21875,5.0,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.328125,7.34375,4.5625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.578125,5.84375,3.75,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.703125,6.9375,3.84375,4.0,2.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,2.578125,6.125,2.5625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,2.515625,5.875,2.96875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.75,5.25,6.375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.4375,6.1875,3.875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.703125,6.875,5.46875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.0,4.59375,7.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.921875,6.9375,6.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.203125,6.0625,3.15625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.25,5.9375,5.125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.015625,5.5,3.40625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.0,5.65625,7.03125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.609375,5.25,4.875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.796875,5.625,5.84375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.78125,6.5625,7.4375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.21875,7.46875,4.9375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,3.828125,4.21875,3.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.9375,5.75,4.4375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.390625,6.4375,3.25,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.4375,5.34375,4.34375,4.0,2.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.328125,4.28125,3.71875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.9375,6.375,6.96875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,3.421875,5.34375,3.03125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.15625,6.625,3.34375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.5,5.75,7.53125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.625,4.3125,4.15625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.453125,4.40625,4.9375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.28125,5.6875,4.1875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.125,4.9375,4.21875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.140625,4.0625,3.46875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.890625,7.09375,5.5625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.71875,4.03125,3.9375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.21875,7.78125,3.09375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.984375,4.46875,4.84375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.265625,6.5,4.625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.609375,6.3125,4.96875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.296875,7.0,3.28125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.171875,6.28125,3.15625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.375,6.15625,3.96875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.6875,4.125,3.28125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.90625,7.1875,5.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,8.03125,5.75,7.28125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.015625,3.96875,4.0625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.625,7.09375,5.84375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.09375,4.25,5.9375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.390625,6.8125,3.28125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,5,4.40625,6.09375,2.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.703125,6.03125,4.59375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,1.828125,5.8125,2.375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.015625,4.75,2.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.9375,4.34375,3.71875,4.0,2.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.71875,5.34375,3.6875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.921875,6.46875,4.625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.15625,3.78125,4.0625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.65625,7.15625,5.46875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.09375,6.1875,3.4375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.53125,5.125,4.21875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,4.53125,5.875,3.0625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.484375,6.65625,4.5625,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.765625,7.78125,5.375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.078125,4.53125,3.46875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.25,4.78125,4.5,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.46875,4.0625,3.84375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,7.484375,5.9375,6.9375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.5625,4.09375,3.71875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.0625,5.65625,5.1875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.984375,6.90625,7.15625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.203125,7.4375,4.09375,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,6.953125,5.375,5.5625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.90625,4.53125,5.6875,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.859375,7.0,4.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.015625,6.03125,4.21875,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.515625,6.53125,5.84375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.171875,4.75,4.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.796875,7.46875,4.0625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.625,4.375,3.71875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.8125,6.0625,3.4375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.3125,5.21875,6.78125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.921875,6.0625,4.34375,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.875,3.8125,4.125,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,5.75,6.21875,5.8125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,4.140625,6.0625,3.65625,4.0,1.5,4.0
2,5,3,4,4,4,0.5,0.25,5,4,7.421875,6.28125,6.96875,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,3.46875,6.1875,3.3125,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,6.0,5.34375,5.15625,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.71875,8.15625,4.5,4.0,0.5,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.75,6.25,5.5,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,5.421875,7.4375,4.3125,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,5.828125,5.03125,6.0625,4.0,2.0,4.0
2,5,3,4,4,4,0.5,0.25,6,4,4.078125,6.65625,4.375,4.0,1.0,4.0
2,5,3,4,4,4,0.5,0.25,5,5,2.859375,3.875,2.9375,4.0,2.5,4.0
2,5,3,4,4,4,0.5,0.25,5,5,3.96875,4.28125,3.90625,4.0,2.5,4.0
2,5,3,4,4,4,0.75,0.25,5,4,4.46875,5.5625,4.75,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,5.5625,6.65625,4.875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,3.71875,6.3125,3.0625,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,4.03125,4.3125,4.21875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,6.921875,7.1875,6.1875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,3.890625,5.5,4.09375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,5.84375,7.09375,5.5625,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,6.96875,4.46875,6.75,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,4.1875,6.625,1.84375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,4.71875,4.3125,5.03125,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,4.140625,6.75,4.84375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,3.453125,5.84375,3.0,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,4.3125,6.3125,4.96875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,4.265625,4.28125,4.15625,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,4.59375,8.34375,3.71875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,6,4,5.46875,7.84375,4.875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,5.125,5.6875,4.6875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,7.59375,7.65625,5.34375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,6.4375,8.4375,4.4375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,6.03125,6.40625,4.71875,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,3.828125,7.96875,3.5625,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,3.984375,6.375,2.78125,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,4.046875,6.21875,2.25,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,4,3.921875,6.46875,3.5,4.0,1.0,4.0
2,5,3,4,4,4,0.75,0.25,6,4,4.375,6.5,3.84375,4.0,0.25,4.0
2,5,3,4,4,4,0.75,0.25,5,5,6.890625,6.4375,7.75,4.0,0.25,4.0
