N1,N2,N3,ini_d1,ini_d2,ini_d3,sl_str,aud_str,strat1,strat2,fin_d1,fin_d2,fin_d3,fin_b1,fin_b2,fin_b3
2,5,3,4,4,4,1,0.25,5,4,5.390625,6.96875,4.09375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.859375,8.125,4.0625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.390625,7.09375,5.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.453125,6.59375,6.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.34375,6.15625,3.5625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.34375,7.71875,4.1875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,6.5,5.53125,6.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.734375,4.3125,3.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.5625,4.03125,3.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,5.59375,7.625,4.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.140625,6.5,4.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.84375,6.65625,4.125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,7.125,5.6875,6.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,6.0625,5.0,6.1875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.0,7.875,4.6875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.421875,7.34375,4.34375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,4.984375,6.90625,4.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.453125,7.3125,4.25,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,3.6875,8.625,5.125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.734375,6.53125,4.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.8125,6.90625,5.21875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.390625,5.0625,3.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.78125,6.09375,4.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,6.5,4.5625,6.9375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.328125,7.25,4.25,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,2.5,5.59375,2.0,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.1875,5.4375,3.65625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.546875,6.84375,5.46875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.0625,6.90625,4.6875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,3.71875,6.0,4.3125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.0,7.28125,4.59375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.53125,7.09375,5.125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,7.296875,5.8125,7.8125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.578125,6.34375,5.0,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.828125,6.9375,3.46875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.15625,8.09375,5.15625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,7.140625,5.84375,7.125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.953125,4.90625,6.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,7.015625,5.59375,6.8125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,4.015625,5.59375,3.03125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.71875,7.1875,4.09375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.6875,7.53125,5.90625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.53125,4.8125,4.9375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.09375,6.375,4.25,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.78125,4.59375,3.4375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.515625,6.9375,5.0625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.375,6.40625,4.34375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.484375,5.0,5.40625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,3.3125,6.34375,3.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.671875,7.875,4.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,4.859375,4.53125,4.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,6.515625,5.59375,5.4375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,3.828125,7.34375,3.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.984375,7.8125,4.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,3.359375,6.8125,3.53125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.6875,7.03125,5.0625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.265625,9.65625,4.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.015625,7.25,4.34375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,7.34375,6.125,8.1875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.296875,7.46875,4.3125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.453125,5.4375,4.4375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,6.59375,6.3125,5.5625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.46875,7.53125,5.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.421875,7.25,3.78125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,7.578125,6.78125,5.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.5,7.71875,4.09375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.359375,6.09375,3.9375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.125,6.53125,4.0,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.4375,6.40625,5.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.3125,7.53125,4.375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,4.53125,7.9375,3.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,3.265625,6.15625,4.34375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.328125,6.9375,3.4375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,3.578125,6.71875,2.4375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.9375,4.40625,4.0625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.71875,7.0625,3.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.625,6.21875,4.65625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.21875,7.5625,5.125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,4.984375,7.375,4.3125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.984375,7.125,4.25,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,5.296875,7.78125,4.75,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.109375,5.34375,3.40625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.453125,8.34375,4.03125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,6.53125,7.96875,5.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,4.921875,7.96875,4.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.421875,6.78125,5.03125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.78125,6.9375,4.875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,4.078125,7.125,3.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.296875,7.1875,5.625,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,5,4.109375,7.03125,2.59375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.515625,5.78125,7.25,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,6.09375,6.46875,4.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,5.25,7.28125,3.3125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.921875,5.875,4.09375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,3.4375,6.59375,3.21875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,6,4,4.90625,6.0,3.84375,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,8.53125,6.875,7.1875,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,5,5.765625,5.3125,5.28125,4.0,1.0,4.0
2,5,3,4,4,4,1,0.25,5,4,5.984375,7.53125,4.875,4.0,1.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.28125,4.125,3.9375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.0,4.0,3.703125,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.78125,4.1875,3.109375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.4375,4.46875,1.65625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,2.8125,3.5625,3.953125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.125,4.84375,5.28125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,2.09375,3.0625,2.359375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.375,5.0625,5.53125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.125,5.15625,3.390625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.78125,3.0625,4.171875,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.28125,4.90625,1.0,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.84375,6.15625,5.71875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,7.625,5.84375,6.890625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.15625,3.359375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.9375,3.96875,3.25,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.25,4.375,4.0625,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.09375,3.46875,3.734375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.125,3.78125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.65625,4.125,3.71875,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.84375,4.78125,2.203125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,7.5,5.1875,7.171875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.15625,3.90625,3.828125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.28125,4.1875,3.6875,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0,4.03125,3.78125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.40625,3.625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.65625,3.9375,3.609375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,4,4.0625,7.0625,4.625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.59375,4.96875,4.328125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.84375,4.65625,4.984375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,6,4,3.5625,8.375,3.328125,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.625,5.40625,5.46875,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.1875,4.1875,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.375,3.8125,3.71875,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.125,4.15625,4.46875,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.09375,3.09375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.21875,3.84375,4.109375,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.03125,3.890625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.59375,4.34375,3.796875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.40625,3.6875,4.09375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.3125,4.84375,3.25,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,2.4375,3.875,3.140625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.78125,4.0625,2.890625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0,4.34375,2.71875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.375,5.03125,6.75,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,4,5.375,6.4375,4.828125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.75,5.0,4.9375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.75,4.15625,4.359375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.125,3.90625,4.328125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,8.1875,6.5,7.734375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.25,3.96875,4.65625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.5625,5.34375,2.5625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.75,6.46875,6.5,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.125,3.65625,3.359375,4.0,3.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.71875,3.9375,2.84375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0,3.8125,3.4375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.46875,5.09375,1.40625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.8125,4.21875,4.109375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,7.90625,5.90625,7.09375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,7.4375,4.59375,6.625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,2.59375,3.90625,3.015625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.90625,5.53125,7.375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.8125,4.8125,1.171875,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.5,4.8125,4.546875,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.75,3.59375,3.703125,4.0,3.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.90625,5.875,4.0625,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.25,5.3125,4.78125,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.15625,3.875,4.625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,6,4,3.3125,6.9375,2.96875,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.34375,5.0625,2.125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.0625,4.71875,4.75,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.5625,6.59375,2.640625,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.46875,4.65625,5.625,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.875,5.375,6.21875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.6875,4.53125,5.765625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.1875,4.40625,2.53125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,8.0625,6.65625,7.15625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.40625,4.375,3.984375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.5625,4.71875,2.78125,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,2.65625,3.6875,3.5,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.09375,4.09375,4.359375,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.28125,4.0625,3.609375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,4,2.375,5.46875,1.75,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0,3.875,3.15625,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0625,4.21875,3.015625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.375,5.25,4.71875,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.21875,3.6875,4.25,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.9375,4.96875,5.15625,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.40625,6.09375,6.953125,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,6.28125,6.9375,4.953125,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.3125,5.9375,3.1875,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,5.0,5.03125,5.171875,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.25,3.71875,3.609375,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.03125,4.6875,4.0625,4.0,2.5,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.75,4.25,4.796875,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.65625,4.75,3.640625,4.0,2.75,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.53125,4.375,4.125,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.53125,4.65625,3.84375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,4.0,3.9375,3.3125,4.0,3.0,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.46875,3.8125,4.109375,4.0,3.25,4.0
3,5,2,4,4,4,0.25,0.25,5,5,3.9375,4.34375,3.6875,4.0,3.25,4.0
3,5,2,4,4,4,0.5,0.25,5,4,6.09375,7.53125,4.4375,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.1875,3.8125,3.125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.4375,4.78125,3.78125,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,8.0625,5.34375,7.703125,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.4375,4.65625,3.390625,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,6,4,3.40625,6.375,1.5625,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.5625,5.4375,5.1875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,4.34375,7.71875,3.96875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0,3.78125,3.875,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0625,4.0,3.8125,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.03125,5.3125,2.90625,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,2.96875,3.90625,2.296875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.5,5.71875,2.296875,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.46875,5.875,3.953125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.5625,4.1875,4.140625,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0625,4.21875,3.21875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.5625,5.9375,4.9375,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.34375,4.125,3.296875,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.25,6.5,3.640625,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.3125,5.59375,5.953125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,3.6875,6.8125,3.5625,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.28125,4.03125,3.890625,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.5625,4.6875,4.28125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.8125,5.0,5.84375,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.59375,6.46875,4.78125,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,2.875,7.21875,2.71875,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.3125,4.65625,1.390625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.75,6.09375,3.765625,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.0,5.625,6.5,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,6,4,4.375,6.59375,4.203125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.03125,4.125,4.359375,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.65625,6.40625,7.265625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0,4.375,3.9375,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,7.09375,5.625,7.046875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.1875,4.0,3.578125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.03125,5.8125,3.015625,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,4,4.53125,7.0625,4.34375,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,6,4,5.84375,8.0625,6.078125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0,6.6875,3.71875,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.65625,6.4375,6.875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,4.15625,6.3125,4.859375,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.3125,3.96875,4.28125,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.125,3.875,3.4375,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.0,4.65625,3.1875,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.90625,4.5,8.53125,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.8125,4.1875,3.453125,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.4375,4.09375,4.078125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.4375,4.53125,4.734375,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.1875,3.875,3.46875,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.03125,4.0,3.453125,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.40625,5.78125,6.53125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,3.78125,7.21875,2.984375,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.9375,5.65625,7.421875,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.5,6.3125,5.15625,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,6,5,6.15625,8.0625,6.40625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.90625,3.90625,4.1875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.625,3.8125,3.15625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,4,4.40625,6.46875,4.015625,4.0,0.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.09375,6.625,3.125,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.28125,4.4375,4.015625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.96875,4.3125,3.75,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,8.625,5.625,8.90625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,3.71875,3.5625,3.453125,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.84375,5.34375,4.078125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.125,4.3125,3.96875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,2.8125,4.21875,3.25,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.84375,5.9375,5.4375,4.0,3.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.03125,4.03125,4.453125,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,3.6875,6.46875,2.046875,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.0625,8.03125,4.171875,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.375,4.15625,3.375,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.46875,6.34375,6.96875,4.0,0.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.5625,4.34375,4.734375,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,6,4,3.53125,4.625,1.90625,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.25,4.59375,5.0,4.0,2.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.3125,4.03125,4.21875,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,4.71875,4.46875,4.796875,4.0,1.0,4.0
3,5,2,4,4,4,0.5,0.25,5,4,2.15625,5.46875,1.9375,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,5,6.125,5.71875,6.25,4.0,2.0,4.0
3,5,2,4,4,4,0.5,0.25,5,4,5.34375,6.90625,4.40625,4.0,1.5,4.0
3,5,2,4,4,4,0.5,0.25,5,5,5.34375,6.375,4.84375,4.0,2.5,4.0
